제목,말머리,내용,글쓴이,추천수,조회수,날짜,링크
ㅈㄴ소름돋네,[일반],여기서 응기이기 거리는 ㅅㄲ들이 동아리 홍보때는 누구보다 양지인척하고 홍보한다는거 아녀ㄷㄷㄷ. 특히 학봉관에서 본 모습이랑 홍보때 본 모습이 다름,디갤러,추천 21,조회 951,2025.03.08 14:34:07,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3895&page=5
디미페이나 베네듀는 어느 동아리에서 개발하나요??,[일반],자율동아리인가요??,디갤러,추천 0,조회 566,2025.03.08 12:20:05,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3894&page=5
23기 선배님덜,[일반],솔직히 요반이 최고다 있나요? 아시죠??,디갤러,추천 3,조회 902,2025.03.07 23:15:28,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3892&page=5
동아리지원전 참고용,[일반],"1 명성 보고들어가는것 비추
정확한언급은 안하겠지만 솔직히 지금가장 유명한동아리들 몇개는 선배들 빨임 작년 실적 대부분 안좋았고 홍보때 그동안의 전체 실적 뿐 아니라 작년 실적만 가지고도 따로 언급한 동아리가 있다면 거길 들어가는것 추천 작년실적에 자신있다는거니까 ㅇㅇ 그리고 그 실적이 너네가 만날선배들과 직결되는건 알지?

2 홍보잘한것과 동아리 생활은 천지차이
내경험인데 작년에도 홍보잘하는 동아리에 홀려서 들어간 애들중 동아리에 만족하는친구 몇 없었다 터진동아리들중에도 있고.. 말을잘하는것에 정신팔리지말고 동아리 활동내용을 잘보고 너네가 정말 들어가고싶은곳 들어가

3 인맥 보고 들어가지마 
어차피 자율동아리, 자치기구 뽑기전에 동아리 면접 다봄",디갤러,추천 16,조회 973,2025.03.07 18:34:58,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3891&page=5
임플 왜터진거임..?,[일반],ㅈㄱㄴ,디갤러,추천 0,조회 775,2025.03.07 08:28:16,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3890&page=5
디미고 지능수준 ㅆㅂ,[일반],돌고래가 학교다니는거냐?,디갤러,추천 7,조회 921,2025.03.06 22:20:16,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3889&page=5
동아리 어디갈까요?,[일반],"루나는 너무 빡세보이는데
적당하고 좋은 동아리 없나요??
- dc official App",디갤러,추천 0,조회 718,2025.03.06 20:51:32,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3888&page=5
24기 여론조사,[일반],#NAME?,디갤러,추천 0,조회 1017,2025.03.05 00:56:19,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3887&page=5
봉사기구?,[일반],디도부 어때여,디갤러,추천 1,조회 543,2025.03.04 22:49:02,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3885&page=5
현 중3 입학 고민,[일반],"안녕하세요 2010년생 현 중학교 3학년입니다.
현재 해킹방어과 특전/일전 모두 생각 중입니다.

2학년 1,2학기 국/영/수 원점수입니다..

97/94/94
98/92/91

표창장(1학년 반장),국어 교과우수상-- 수상경력입니다.
올해도 반장 출마해서 가산점 받으려고 합니다.
외부 봉사시간도 올해까지 총 16시간입니다.
올해 정보올림피아드 준비 중에 있고 관련 자격증도 여러 개 취득했습니다.(정보처리기능사 등)

다만 IT관련 경력이 없습니다.

정올 수상한다면 특전으로 가려고 하고
수상 못 한다면 일전으로 가려고 합니다.

내신 성적도 그럭저럭 IT경력도 없지만
정올 떨어지더라도 해방 가능할까요..?",선지해장국_,추천 0,조회 850,2025.03.04 22:36:44,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3884&page=5
동아리 어디 갈거 같냐,[일반],ㅈㄱㄴ,디갤러,추천 1,조회 525,2025.03.04 21:48:25,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3883&page=5
님들 단어책이랑 어휘책은 검사 안해요?,[일반],베네듀만 검사함?,디갤러,추천 0,조회 635,2025.03.02 23:18:16,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3879&page=5
3학년 방,[일반],"1년동안 유지임?? 안바뀜?
- dc official App",디갤러,추천 2,조회 622,2025.03.02 20:59:33,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3878&page=5
내일 들어간다니,[일반],감격스럽,ㅇㅇ,추천 2,조회 542,2025.03.02 20:52:09,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3877&page=5
선배님들,[일반],서너달 전 말이 많던 핸드폰 금지 법안은 혹시 어떻게 되었슴까?,디갤러,추천 0,조회 749,2025.03.01 01:38:49,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3876&page=5
큰일났다,[일반],베네듀 다 못했어요..,디갤러,추천 0,조회 650,2025.03.01 00:55:19,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3875&page=5
현장체험학습,[일반],1학년 어디로가요,디갤러,추천 2,조회 636,2025.02.28 18:08:54,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3874&page=5
되 돼 뭐가 맞는거임?,[일반],"엄마가 자꾸 공부 해야돼 라고 문자보내는데 
공부 해야되 가 맞는거 아님? 맟춤법도 틀리면서 나보고 공부하라고 뭐라하네 개빡치게",디갤러,추천 14,조회 961,2025.02.28 12:45:22,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3873&page=5
대학입결,[일반],"디미고 안에서 어느 정도 안에들어야
스카이가고
서성한가고
중경외시가나요",디갤러,추천 1,조회 1116,2025.02.28 01:57:49,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3871&page=5
이번에 입결 어캐됨,[일반],ㅈㄱㄴ,디갤러,추천 0,조회 573,2025.02.28 00:16:26,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3870&page=5
3학년인데,[일반],"교복 입기 싫다 시발 공부만 잘하면 그만 아니냐
뭐라하면 치마 짧혀서 좆게이마냥 덜렁덜렁다녀야지",디갤러,추천 7,조회 724,2025.02.27 18:14:16,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3869&page=5
안산에 그가 온다,[일반],,디갤러,추천 3,조회 778,2025.02.26 20:41:51,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3868&page=5
올해 서울대 간 사람,[일반],"웹플에서 31121로 서울대 뚫었다는데 사실이냐
재수생 말고 ㅇㅇ",디갤러,추천 7,조회 1322,2025.02.26 01:28:28,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3867&page=5
그만해라,[일반],"아, 아ㅡ 디미고의 낭만이여.
그 찬란한 여운은 어디로 간 것인가ㅡ
난 이제 무성한 청춘을 지나 도킹되는 것인가??
           <웹플 문학ㅡ 제 5수>",디갤러,추천 0,조회 625,2025.02.25 23:48:32,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3866&page=5
이비는 채팅방 있네,[일반],,디갤러,추천 0,조회 781,2025.02.25 22:23:26,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3865&page=5
디미레전드가,[일반],도대체 뭔데?! 왜 니들만 아는건데?,디갤러,추천 1,조회 790,2025.02.25 22:09:01,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3864&page=5
이제는 말할 수 있다! 쫑의 사상검증,[일반],"작년 12월달에 뭐땜시 애들 몇명이랑 불려갔었슴
별로 큰 잘못도 아닌걸로 부르길래 솔직히 자습시간이고 해서
째고 싶었는데 안가면 또 뭐라 할까봐 그냥 감
그래서 한 시간 동안 설교하는거 아 네네..네.. 하면서 듣고있는데 갑자기

""너희가 그런 식으로 잘못하면 사회 나가서도 안좋게 보는거야. 요즘에 부정선거 얘기 나오는 것도
뭐가 있으니까 나왔겠지 아무 뭣도 없는데 그런 얘기가 나오겠니?""

심지어 그때는 부정선거 얘기가 언론도 거의 안 다룰 때임 ㅋㅋㅋ
나도 그거 듣고 뭔소리지 하면서 검색했는데 극우유투버 1순위로 뜨더라
애초에 부정선거==고딩행동
이딴식으로 취급하니까 진짜 듣기 싫었음
선생이 이런 식으로 말해도 되는거냐?",디갤러,추천 18,조회 1477,2025.02.25 20:40:34,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3863&page=5
째쭈에민 대학 어디감??,[일반],서성한중경시는 감??,디갤러,추천 2,조회 848,2025.02.25 14:37:24,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3862&page=5
아이고 ㅈ댐진짜,[일반],증사 망함,디갤러,추천 3,조회 629,2025.02.25 01:47:33,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3861&page=5
멀티탭,[일반],사 말어?,디갤러,추천 0,조회 535,2025.02.24 17:57:18,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3860&page=5
저격,[일반],"솔직히 디미레전드 쓴말 맞는말 아님? 23기한테 관련 있는 내용이고 하니까 올리려면 올릴수도 있는거고 지가 한거 지가 관리한다는데 뭐가 문제임?
걍 열등감에 찌들거나 아무나 까고싶어서 전부터 무지성으로 까는거 아님?",디갤러,추천 22,조회 897,2025.02.24 16:15:10,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3859&page=5
웹플 똥꼬는 들어라,[일반],"하... 시발 너하고 같은 반 되고 싶었는데 이번에도 찢어져서 마음이 아프다
너랑 학봉관에서 같이 아잇 어! 를 할 때면 기부니가 조앗눈데 슬프노

똥꼬야

너랑 함께하지 못하는 시간은 생각하기 싫어
나랑 결혼해줄래?

우리 같이 결혼하면
군대도 같이 입대하고
재수도 같이 하면서 행복한 시간 보내자

진지하다... 이거 보면 연락해줘 ㅠㅠ",디갤러,추천 7,조회 649,2025.02.23 22:49:21,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3857&page=5
디미레전드는 째쟁멘 일기장임?,[일반],짜장면 먹고싶다,디갤러,추천 13,조회 726,2025.02.23 22:47:25,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3856&page=5
저격당한 그 1학년 친구도,[일반],어지간히 심각한 놈이긴해ㅋㅋ,디갤러,추천 3,조회 627,2025.02.23 22:03:06,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3855&page=5
후쿠오카 여행가는 애들은 방사능 안무서움?,[일반],원전 터진 지역을 왜 굳이 가는지 모르겠음,디갤러,추천 1,조회 684,2025.02.23 01:27:46,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3853&page=5
나날이 갈수록,[일반],싸가지가 뒤지게없네 ㅋㅋ 디시에서 저격당한다고 우스운줄 아나 ㅋㅋㅋ 어린새끼가 갠톡으로 꼽주면서 지랄하는거 왜케 병신같냐 공론화하면 공론화 한다고 지랄.. 그냥 에휴... 힘내라,디갤러,추천 14,조회 882,2025.02.22 20:54:15,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3851&page=5
폭탄돌리기 성공한 2학년은 개추,[일반],ㅇㄷㄴㅂㅌ,디갤러,추천 2,조회 601,2025.02.22 18:47:19,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3850&page=5
방배정,[일반],언제나옴,디갤러,추천 0,조회 579,2025.02.22 14:27:42,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3848&page=5
디미고 동아리 면접 있나요,[일반],"디미고는 원하는 동아리 들어가려면
면접 보고 합격자 발표를 하는거 같더라구요..
여우사이 디미고 방송부 인스타로 다른 디미고 동아리들 찾아보니까 대부분 면접 일정이랑 합격자 발표가 있어서요…

면접은 많이 어려운 편일까요??
대부분 원하는 동아리 잘 들어가는 편인가요??",디갤러,추천 1,조회 666,2025.02.22 05:07:23,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3846&page=5
예비중3인데,[질문],"2학년 평균 60
3학년때 평균 90하고
특전으로 가능한가요
해킹방어 가고싶은데",ㅇㅇ,추천 0,조회 452,2025.02.22 02:59:18,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3845&page=5
대입 이제 힘듦?,[일반],"10인데 적폐 전형 쓰고 싶었는데
09부터 왜 대학을 잘 못감?? 적폐 전형 인원 감축됨?
통합과학 뭐 그런 거 때문인가?  09부터는 직탐이랑 과탐 사탐 다 봐야되나",디갤러,추천 0,조회 626,2025.02.21 23:54:29,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3843&page=5
졸업하고 학교 터뜨리려했는데,[일반],"굳이 내가 안해도 헬조선 인구마냥 자연소멸하겠네 ㅋㅋ
교육과정 정상화 적폐학교 컷~~~",ㅇㅇ,추천 7,조회 575,2025.02.21 23:06:13,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3842&page=5
09부터,[일반],"22교육과정부터 수능으로 신입생 뽑는 대학이 확 줄건데,
우리 학교는 수능으로 먹고살던 학교임
근데 또 내신따기가 쉽지도 않음
전문교과 때문에 교과 메리트도 없고
생기부? 일반고가 훨씬 잘써줌

그래서 내신따기 쉬운 일반고가 트랜드가 됐고
올해 그 유명한 휘문고 경쟁률도 박살났음
또 매년 자랑하던 우리학교 경쟁률은 까지도 않음

특성화고특별전형에 있는 대부분의 학교들은 내신따기가 쉬움
그래서 우리학교 메리트가 또 한 번 사라짐

서울대 내신 반영 -> 연세대 고려대 한양대 반영
설대가 하면 다 따라함 이제 다음은?

https://www.mimacstudy.com/entexm/anals/ipsiPlanView.ds?bNo=10408&entexmDstin5=01",디갤러,추천 5,조회 799,2025.02.21 21:36:57,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3841&page=5
딱 요약해준다,[일반],나는 GOAT라서 50만줄 코드 짜며 뻘짓거리 했는데 서비스도 학교 공식 사이트로 슬슬 대체되고 후배가 갑자기 연락해서 권한 달라니깐 억울해!! 그리고 졸업한 뒤에도 관리하면서 거드름 피우고 싶단말이야!!! 나 혼자만 빡치기는 억울하니깐 2년 후배들 단톡방 들어가서 그새끼 고로시해야지~,디갤러,추천 35,조회 1050,2025.02.21 21:00:45,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3839&page=5
졸업 후에도,[일반],학교에 미련 남아서 디미레전드에 공감호소글 쓰는 쮀쮀멘이면 개추 ㅋㅋ,디갤러,추천 25,조회 883,2025.02.21 18:43:59,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3838&page=5
23기 디미레전드,[일반],디미레전드 보고 싱글벙글 디씨 들어온 디붕이들 개추,디갤러,추천 22,조회 982,2025.02.21 18:43:58,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3837&page=5
근데 너네,[일반],09부터 디미고에서 대학 가기 어려운 거 알고 온 거임?,디갤러,추천 1,조회 611,2025.02.21 13:57:03,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3836&page=5
캐리어 너무 큰거랑 너무 작은게 있는데,[일반],큰 거 가져가도 별 문제 없겠제?,디갤러,추천 0,조회 358,2025.02.21 01:51:48,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3835&page=5
디미고 여기 모니터링 하냐?,[일반],쌤 히터를 튼거같은데 교실이 너무 추워요...,ㅇㅇ,추천 9,조회 618,2025.02.21 01:43:26,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3834&page=5
진딘고사 난이도 순위,[일반],"영어 > 국어 > 수학 > 정보
아이티 특성화고오는데 정보가 왜 어려워요…
글고 수학 2,3,4 정답 뭔가요",디갤러,추천 0,조회 516,2025.02.21 00:52:51,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3833&page=5
예비중3 디미고 진학 고민,[일반],"안녕하세요
2010년생 디미고 진학 원하는 이제 3학년 올라가는 새내기입니다
2학년 1학기
94 90 89
2학년 2학기
96 90 84

저희 중학교는 서술형 100% 어려운거 밖에 안내는 선생님밖에 없어서 시험을 좀 말아먹었습니다
그래서 디미고 하나때문에 내신 쉬운 경기도쪽으로 학교 전학을 가게됬고 이번에 열심히 내신을 채울 예정입니다

해킹방어과 희망하고 있고 정올은 알고리즘 잘 못해서 걱정입니다
한국코드페어 해커톤은 이번에 개발하는 친구랑 손잡고 나갈예정입니다

그리고 디미고 ctf는 작년에 8등을 먹었는데 이번에 포너블 리버싱 단단히 공부해서 지원을 하려고하는데 주변에 제 나이에 ctf 나가는 친구들 잘 안보여서 특전 점수는 먹을것 같긴합니다

정보보호 영재원 2년간 수료하고 이번에 3년차 재학중입니다
영재원 keris ctf 에서 1등먹고 각종 대회에서 최우수상을 많이 먹었어요 집에 상장 10장 정도 있습니다

내신을 말아먹어서 일반전형은 지금 손을 땟고
특별전형을 노리고 있는데... 혹시 내신때문에 지금도 희망이 없눈건지...

아니면 공부하던 활동증빙(필기, ctf 라이트업) 등등이 블로그에 올려둔게 많아서 자기추천을 가는게 나은지, ctf나 해커톤에 몰두해서 특별전형 점수를 따서 가는게 나은지... 고민됨니다

독서록은 만점 20권 다채웠고 부반장은 딱 한번 했고요, 봉사시간도 만점입니다.
세특도 어느정도 있오요",디갤러,추천 2,조회 610,2025.02.21 00:16:23,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3832&page=6
신입생들,[일반],3월에 학교들어오고하는것중에 젤 기대되는게 뭐임?,디갤러,추천 0,조회 343,2025.02.20 23:41:02,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3831&page=6
파이썬 공부 해야되나요??,[일반],"진단고사 예상점수 30점
구름으로만 공부함
개학전에 코딩공부 해가야되나ㅇ요ㅠㅠ",디갤러,추천 0,조회 349,2025.02.20 22:43:14,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3830&page=6
21기 디붕이 대학 ㅁㅌㅊ?,[일반],"예비 1번이었는데 마지막날 추합 돌아서 갔는데 ㅁㅌㅊ임?
21기 졸업생임


송곡대가 아니라 그냥 
애미가 통곡하는 대학이다 - 개추

그래도 나름 춘천에서 알아주는 춘천의 명문 대학교다 - 비추",디갤러,추천 47,조회 916,2025.02.20 22:33:35,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3829&page=6
ㅈ된거같다하,[일반],정보랑 수학ㅠ 쉬웠음?,디갤러,추천 0,조회 474,2025.02.20 17:18:34,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3828&page=6
과제마감됐으니 투표 함 해볼까??,[일반],"본인이 베네듀 과제를 다 했다 =>  ★ 개추 ★ 
하나라도 빠뜨린게 있다 =>  ▼ 비추 ▼",ㅇㅇ,추천 19,조회 452,2025.02.20 01:12:46,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3827&page=6
ㅈ됐다,[일반],"구름 1도 안듣고, 모고는 2개년치 남았고, 능률이랑 마더텅은 반도 못했다. (목표: 전체 10등)",디갤러,추천 0,조회 492,2025.02.19 11:49:24,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3824&page=6
구름,[일반],구름 하나도 안했는데 좆된건가요,디갤러,추천 0,조회 362,2025.02.17 19:15:48,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3823&page=6
베네듀,[일반],"대체 뭘 해야 포인트를 주나요?
풀어서 5문제 다 정답이여도 0포인트 주는데",디갤러,추천 0,조회 326,2025.02.17 13:04:38,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3822&page=6
개학 15일남은 이 시점 22기들 이 대학 주면 받냐?,[일반],"명문대의 수문장 중앙대학교

중앙대총장 다리사이로 
개처럼 기어서라도 들어간다 - 개추

서떨연떨고떨한떨성떨서떨 비명문대는 줘도 안 간다 - 비추",디갤러,추천 43,조회 929,2025.02.17 04:10:51,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3821&page=6
과제,[일반],"진짜 ㅈ됐다 하나도 안했다.
안하면 어캐됨?? 제발 희생방안좀ㅠㅠ",디갤러,추천 0,조회 422,2025.02.16 22:10:02,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3820&page=6
부교재있음?,[일반],"과목별로 부교재 있나요?
수학시험난이도많이어렵나요ㅠㅠㅠ",디갤러,추천 0,조회 294,2025.02.16 21:45:27,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3819&page=6
안녕하세요 이비 희망하는 중3입니다. 합격하신 분들께 조언 부탁드려요,[일반],"안녕하세요 2026학년도 이비과 일반전형 희망하는 중3입니다.

이번년도에 입시를 하는지라 걱정되서 합격하신 분들이나 도전해보신 분들한테 조언 받아보고 싶습니다
중 2 내신은 국영수 순서대로 1학기 93, 95, 90이고 2학기때는 98, 96, 91로 나왔습니다 (1학기때 점수 받고 좀 얼떨떨해져서 2학기때 조금 올랐습니다)
대충 예상하면 3학년꺼까지해서 교과점수는 118.4정도 나올 것 같습니다(제가 머리가 좋은 편은 아니라 118.후반에서 119는 좀 힘들 것 같습니다ㅜ)
생기부는 노력하면 댜른건 다 만점 가능한데 임원을 해놓은게 없어서 임원 점수에서 깎여서 18에서 최대 18.4으로 나올 것 같아요
합치면 대충 136.8 정도입니다.
1차가 붙을지 안붙을지도 모르는 상황이지만 평소에 조금씩 이산수학도 풀어보고 면접 리스트 같은 것들도 보면서 2차도 간간히 준비하고 있습니다.
지금 가장 궁금한건 이 점수로 이비 일반 1차가 합격 가능한가 입니다. 그리고 디미고 입학 팁 같은 것도 있을까요?",디갤러,추천 2,조회 648,2025.02.16 18:23:51,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3818&page=6
24기 입학과제,[일반],"4일 남았는데
하나도 안풀었고
내일부터 시작하려는데 가능할까요?
게임하면서 설렁설렁할거임",디갤러,추천 0,조회 344,2025.02.16 18:01:21,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3817&page=6
니코틴 검사 함?,[잡담],니코틴 검사 학기초에 함?,디갤러,추천 0,조회 670,2025.02.15 22:00:41,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3816&page=6
진단고사 구름,[일반],"아니 파이썬만 하는거임?
아님 루비도 해야하는거임???
c++만 했는데 하나도 모르갰다
참고로 저번시험 반 3등이라 가능성 있으니까 버리라는 소리는 하지마라",디갤러,추천 0,조회 418,2025.02.15 20:50:40,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3815&page=6
진단고사,[일반],"2차진단고사
여행 간다고 거짓말하고
빠지는거 가능해요?",디갤러,추천 0,조회 269,2025.02.15 16:40:00,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3813&page=6
4반,[일반],4반 있음? 있으면 단톡좀 만들어봐,디갤러,추천 1,조회 284,2025.02.15 11:29:41,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3810&page=6
진단고사 장학금,[일반],"반은 29명인데 10%주면 2등까지 주는거임?
3등했는데 ㅈㄱㄴ",디갤러,추천 0,조회 426,2025.02.14 23:57:18,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3809&page=6
트래비스스캇,[일반],"3km 거리에
스캇오빠(본인 남자임)
내한하는데 간접체험 가능하나요",디갤러,추천 0,조회 414,2025.02.14 00:23:40,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3808&page=6
진단고사,[일반],루비 공부해야 되나요,디갤러,추천 0,조회 387,2025.02.13 01:32:55,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3807&page=6
디미고 떨어지면 장점,[일반],"있나요?
- dc official App",디갤러,추천 2,조회 745,2025.02.12 23:13:43,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3806&page=6
지디콘,[일반],"1학년 토요일에 몇시부터 몇시까지 외출 가능해요?
그리고 늦으면 어떻게되요?",디갤러,추천 1,조회 319,2025.02.12 17:58:37,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3805&page=6
디미고 vs 경기과고 소프트웨어 전형,[질문],"어느 커뮤니티에 경기과고가  영재학교라 이번에 소프트웨어 특별 전형 몇명을 선발했는데, 디미고 누군가가 댓글을 달았는데, 경기과고 졸라 까던데 사실이냐?
정보로는 디미고는 서울대, 경기과고는 동서울대 정도 된다고.. 정보로 경기과고는 아무것도 못한다고 욕  졸라  하던데.. 

경기과고가  서울과학고랑 영재학교 탑2라 정보로 국가대표 다수 배출해서 국제 정보 올림 수상자도 많다고 알고 있는데.
댓글에 경기과고 이번에 고3 120명  정원에 서울대 수시 최초합만 70명했다고..  그 아래 카이스트 일부가고, 최하위  연고대, 완전꼴찌 몇명 서성한이라고... 디미고가 경기과고랑 비빈다고 욕 엄청 먹고 있다.

대학 입결은 사실 우라나라에 경기과고랑 비교 대상은 서울과고밖에 없고.외대부고, 민사고도 안되고... 정보는 디미고가 더 잘하는게  사실이냐? 내친구  디미고 간 얘있는데.. 정보도 거의 못하고 공부 만 좀 했던거 같아서",디갤러,추천 1,조회 741,2025.02.12 14:11:21,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3803&page=6
코딩 모르고 입학해도,[일반],"코딩 전혀 모르고 입학해도 학교수업 따라갈만한가요?
듣기로는 1학년까지는 괜찮은데 2학년부터 많이 어려워진다고 하던데",디갤러,추천 0,조회 597,2025.02.12 00:09:06,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3802&page=6
배치고사 1차,[일반],전체에서 대충 몇등함?,디갤러,추천 0,조회 411,2025.02.11 22:15:06,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3801&page=6
이파리 있노 게이게이야,[일반],이세돌 좋아해도 되노,디갤러,추천 1,조회 333,2025.02.11 00:53:23,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3798&page=6
21기는 진지하게 투표해볼까?,[일반],"본인이 합격한 대학이 여기에

있으면: 개추

없으면: 비추",디갤러,추천 40,조회 886,2025.02.11 00:50:30,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3797&page=6
디미고 가고싶은데,[일반],"디미고는 디미고갤 특별전형 없노?
아 난 25기 웹플 지원예정임 ㅎㅎ",디갤러,추천 8,조회 462,2025.02.11 00:24:00,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3796&page=6
수학여행,[일반],수학여행 어디로가요,디갤러,추천 0,조회 692,2025.02.08 13:11:29,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3794&page=6
24기 반톡,[일반],디컨은 벌써 생겼는데 다른 과도 생겼나요?,디갤러,추천 1,조회 919,2025.02.06 19:09:30,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3793&page=6
오티,[일반],근데 오티때 제주도에서 온사람 어디과임? 신기ㅐㅎ,디갤러,추천 1,조회 479,2025.02.06 01:39:34,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3792&page=6
그 동아리 ㄹ황,[일반],누가 복구함,디갤러,추천 8,조회 754,2025.02.05 23:51:41,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3791&page=6
껨멘께에게.,[일반],"미래를 보고 왔다..

아아..



너만이 폰수거법을 바로 고칠 수 있다


신 멘 게.

정상화를 부탁한다.",디갤러,추천 9,조회 450,2025.02.05 05:28:46,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3790&page=6
신입생,[일반],친구들을 많이 안봐서 그런데 혹시 잘생긴사람 많나요..?,디갤러,추천 2,조회 566,2025.02.05 01:57:32,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3789&page=6
학생증,[일반],"선배님들 24기인데요
학생증 어떻게 생겨ㅛ어요?",디갤러,추천 0,조회 381,2025.02.05 01:17:47,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3788&page=6
베네듀 인쇄 ㅅㅂ,[일반],인쇄버튼으로 인쇄하면 ㅅㅂ 자꾸 글자가 겹침,디갤러,추천 9,조회 377,2025.02.04 23:03:18,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3787&page=6
그 동아리 근황,[일반],(자기자랑을 위한 문서로 판단됨.),디갤러,추천 19,조회 831,2025.02.04 21:12:34,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3786&page=6
