제목,말머리,내용,글쓴이,추천수,조회수,날짜,링크
9/24 급식,[일반],,"나이트 2020.09.24 20:30:34
조회 194 추천 0 댓글 4",추천 0,조회 194,2020.09.24 20:30:34,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1552&page=25
9/23 급식,[일반],,"나이트 2020.09.23 19:08:18
조회 233 추천 0 댓글 5",추천 0,조회 233,2020.09.23 19:08:18,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1551&page=25
고1 시험범위 이거 그냥 엿먹이는거냐?,[일반],"교과서 2과 부교재 3과 듣기 2과 + 모의고사

이거 그냥 존나 영어에 시달리라는거 맞지?","ㅇㅇ(125.178) 2020.09.22 23:01:49
조회 553 추천 2 댓글 11",추천 2,조회 553,2020.09.22 23:01:49,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1550&page=25
9/22 급식,[일반],,"나이트 2020.09.22 20:58:23
조회 161 추천 2 댓글 0",추천 2,조회 161,2020.09.22 20:58:23,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1549&page=25
응 매점 다시 닫았어~ㅋㅋㅋ,[일반],ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"ㅇㅇ(1.242) 2020.09.22 18:03:28
조회 170 추천 0 댓글 0",추천 0,조회 170,2020.09.22 18:03:28,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1548&page=25
dongwonap 비번,[일반],뭐냐?,"ㅇㅇ(223.62) 2020.09.22 12:29:39
조회 265 추천 0 댓글 2",추천 0,조회 265,2020.09.22 12:29:39,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1547&page=25
9/21 급식,[일반],,"나이트 2020.09.21 20:58:44
조회 222 추천 3 댓글 2",추천 3,조회 222,2020.09.21 20:58:44,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1546&page=25
dongwonap 비번 바꿨노,[일반],비번 뭐임?,"ㅇㅇ(175.214) 2020.09.21 18:47:39
조회 262 추천 0 댓글 1",추천 0,조회 262,2020.09.21 18:47:39,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1545&page=25
왜 매점 염?,[일반],돈 없는 애들 상대적 박탈감 드니까 다시 폐쇄해라,"ㅇㅇ(1.242) 2020.09.21 18:41:05
조회 193 추천 0 댓글 3",추천 0,조회 193,2020.09.21 18:41:05,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1544&page=25
졸업생인데 띵야맨 아직도 화학가르침?,[일반],"갑자기 보고싶네 수업은 드럽게못하고 시끄러워도
왠지 정이가는 스타일","ㅇㅇ(117.111) 2020.09.21 10:22:07
조회 193 추천 0 댓글 1",추천 0,조회 193,2020.09.21 10:22:07,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1543&page=25
저장용 클릭금지,[일반],ㅇ,"ㅇㅇ(218.209) 2020.09.20 23:54:59
조회 233 추천 0 댓글 3",추천 0,조회 233,2020.09.20 23:54:59,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1540&page=25
동원고 최고의 아웃풋이 ㄴㄱ냐,[일반],앙?,"ㅇㅇ(121.166) 2020.09.18 22:41:41
조회 484 추천 0 댓글 4",추천 0,조회 484,2020.09.18 22:41:41,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1538&page=25
9/18 급식,[일반],옆에 잘린 거 아이스홍시임,"나이트 2020.09.18 17:48:01
조회 253 추천 3 댓글 4",추천 3,조회 253,2020.09.18 17:48:01,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1537&page=25
9/17 급식,[일반],,"나이트 2020.09.17 21:02:02
조회 175 추천 3 댓글 3",추천 3,조회 175,2020.09.17 21:02:02,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1536&page=25
지금 3학년은,[일반],"무슨색이냐
- dc official App","ㅇㅇ(223.33) 2020.09.17 19:53:26
조회 168 추천 0 댓글 1",추천 0,조회 168,2020.09.17 19:53:26,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1535&page=25
동원고 3학년 특,[일반],정시파이터들 9모보고 갑자기 수시씀,"ㅇㅇ(58.123) 2019.09.14 21:55:16
조회 640 추천 8 댓글 4",추천 8,조회 640,2019.09.14 21:55:16,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=395&page=25
16일 급식은 없습니다,[일반],성실해서 핸드폰 냈음,"나이트 2020.09.16 17:47:24
조회 164 추천 0 댓글 2",추천 0,조회 164,2020.09.16 17:47:24,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1534&page=25
피바다가 교장된거 실화냐?,[일반],가슴이 웅장해진다...,"ㅇㅇ(117.111) 2020.09.16 00:52:48
조회 442 추천 0 댓글 1",추천 0,조회 442,2020.09.16 00:52:48,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1533&page=25
9/15 급식,[일반],잔반 안 남기면 후식 전에 남은거 하나씩 주더라,"나이트 2020.09.15 17:54:28
조회 227 추천 0 댓글 6",추천 0,조회 227,2020.09.15 17:54:28,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1527&page=25
연극수업 왜하는거냐?,[일반],에휴씨발,"ㅇㅇ(182.224) 2020.09.15 11:42:33
조회 211 추천 0 댓글 0",추천 0,조회 211,2020.09.15 11:42:33,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1526&page=25
올해 재수생 몇명이냐,[일반],"작년에 재수할때 230~250명정도였는데
명단에 적혀있는수가 200명은 넘었음 ㄹㅇㅋㅋ","ㅇㅇ(125.178) 2020.09.15 00:28:07
조회 229 추천 0 댓글 1",추천 0,조회 229,2020.09.15 00:28:07,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1525&page=25
9/14 급식,[일반],,"나이트 2020.09.14 21:12:53
조회 188 추천 1 댓글 5",추천 1,조회 188,2020.09.14 21:12:53,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1524&page=25
동원고 졸업한 재수생인데,[일반],"재수생 수능원서 접수할때 행정실로 오라던데
행정실에서만 할거 하면 되는거?
아니면 담임교무실도 들락날락해야되는거?
말투 싸가지없어서 ㅈㅅ","ㅇㅇ(218.147) 2020.09.14 14:38:26
조회 408 추천 0 댓글 5",추천 0,조회 408,2020.09.14 14:38:26,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1523&page=25
9/11 급식,[일반],,"나이트 2020.09.11 19:48:16
조회 162 추천 0 댓글 3",추천 0,조회 162,2020.09.11 19:48:16,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1520&page=25
1학년들아 ㄱㅎ슨상님 어떻냐?,[일반],"1학년 수업 들가는거 같던데 어떰? ㅋㅋ
- dc official App","ㅇㅇ(211.246) 2020.09.11 11:14:58
조회 394 추천 0 댓글 5",추천 0,조회 394,2020.09.11 11:14:58,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1519&page=25
고딩때로 돌아가고싶다,[졸업생],"아침일찍 일어나도 좋고
밤늦게 야자해도 좋으니까

고딩때로 돌아갈수만 있다면 돌아가고싶다

아침에 힘들게 언덕 올라갈때 

야자끝나고 빨리 집가려고 언덕 ㅈㄴ빨리 달려내려갈때

다 추억이고만 

다시 교복입고 언덕길을 걷고싶다..

누가 이런말을 했는데

자다가 눈뜨면 학교에서 낮잠자면서 꿈꾸고 있던거였으면 좋겠다고

진짜 그랬으면 좋겠다

안친했던 친구들도 보고싶고 

친했던 친구들은 더 보고싶다

싫어하던 선생도 보고싶고 

하 

심지어 그 지옥같던 동원정식도 먹고싶다..
















- dc official App","ㅇㅇ(223.38) 2020.09.10 23:48:12
조회 397 추천 4 댓글 7",추천 4,조회 397,2020.09.10 23:48:12,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1518&page=25
9/10 급식,[일반],,"나이트 2020.09.10 18:14:16
조회 156 추천 1 댓글 2",추천 1,조회 156,2020.09.10 18:14:16,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1517&page=26
이과황 선생님들 화학1 질문 도움부탁드립니다,[일반],ㄷ에서 염화나트륨이 석출되어도 온도와 물의 양은 일정하니까 다시 용해ㅐ되어서 염화나트륨 양은 그대로 아님?,"ㅇㅇ(125.178) 2020.09.10 08:29:11
조회 370 추천 0 댓글 12",추천 0,조회 370,2020.09.10 08:29:11,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1516&page=26
K-자가진단 어플 결국 등장...,[일반],"별점 ""1.3배""","나이트 2020.09.09 17:00:03
조회 232 추천 1 댓글 1",추천 1,조회 232,2020.09.09 17:00:03,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1515&page=26
9/9 급식,[일반],,"나이트 2020.09.09 16:01:25
조회 149 추천 0 댓글 2",추천 0,조회 149,2020.09.09 16:01:25,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1514&page=26
방학하고 줌수업 기간동안 살 빼려 했는데,[일반],오히려 3키로가 더 쪄버렸네 시발ㅋㅋ,"ㅇㅇ(125.178) 2020.09.09 08:35:54
조회 218 추천 0 댓글 1",추천 0,조회 218,2020.09.09 08:35:54,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1512&page=26
9/8 급식,[일반],,"나이트 2020.09.08 18:08:47
조회 252 추천 2 댓글 3",추천 2,조회 252,2020.09.08 18:08:47,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1511&page=26
다같이 노무노무,[일반],,"ㅇㅇ(116.121) 2020.09.08 13:38:04
조회 163 추천 4 댓글 0",추천 4,조회 163,2020.09.08 13:38:04,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1510&page=26
벤츠,[졸업생],"구찌신발
루이비통벨트
- dc official App","ㅇㅇ(223.38) 2020.09.08 00:02:27
조회 202 추천 0 댓글 2",추천 0,조회 202,2020.09.08 00:02:27,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1508&page=26
와 이젠 자가진단도 어플깔라 지랄이냐,[일반],개좆같네 진짜,"ㅇㅇ(1.242) 2020.09.07 06:33:40
조회 230 추천 1 댓글 2",추천 1,조회 230,2020.09.07 06:33:40,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1506&page=26
영래,[졸업생],띵야~,"ㅇㅇ(125.178) 2020.09.05 04:31:43
조회 225 추천 0 댓글 1",추천 0,조회 225,2020.09.05 04:31:43,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1504&page=26
9/4 급식,[일반],영국요리 좆같음,"나이트 2020.09.04 17:54:34
조회 281 추천 2 댓글 4",추천 2,조회 281,2020.09.04 17:54:34,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1503&page=26
동원고 ebs,[일반],"ebs출강 교사 있다던데 누구임??
- dc official App","ㅇㅇ(223.38) 2020.09.03 21:12:45
조회 253 추천 0 댓글 1",추천 0,조회 253,2020.09.03 21:12:45,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1502&page=26
9/3 급식 (사진X),[일반],"밥
카레
난
장각구이
햄볶음
배추김치

사진찍는거 까먹음","나이트 2020.09.03 17:56:41
조회 218 추천 1 댓글 3",추천 1,조회 218,2020.09.03 17:56:41,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1501&page=26
고석화선생님,[졸업생],"은퇴하셨나요?
- dc official App","ㅇㅇ(223.38) 2020.09.03 16:48:30
조회 493 추천 0 댓글 2",추천 0,조회 493,2020.09.03 16:48:30,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1500&page=26
교장 교감 바뀜,[일반],"교장 정강현
교감 송기중","dualSkewer 2020.09.03 08:27:56
조회 602 추천 0 댓글 10",추천 0,조회 602,2020.09.03 08:27:56,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1499&page=26
김기태선생님 아직계심?,[일반],궁금궁금~,"아홉기(210.100) 2020.09.03 01:54:12
조회 341 추천 0 댓글 2",추천 0,조회 341,2020.09.03 01:54:12,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1498&page=26
동원고 명찰 간지 순위.txt,[일반],"1. 파란색 

제일 무난, 교복이랑도 잘 어울림
체육복도 회색라인으로 깔끔해보임 

2. 

나머지 두갠 둘다 꾸져서 걍 안쓸랜다 ㅇㅇ.





- dc official App","ㅇㅇ(223.38) 2020.09.03 00:59:11
조회 801 추천 13 댓글 1",추천 13,조회 801,2020.09.03 00:59:11,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1497&page=26
9/2 급식,[일반],ㅇㅇ,"나이트 2020.09.02 16:05:22
조회 181 추천 2 댓글 6",추천 2,조회 181,2020.09.02 16:05:22,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1495&page=26
9/1 급식,[일반],김치는 다 떨어져서 못 찍음,"나이트 2020.09.01 19:04:11
조회 268 추천 0 댓글 8",추천 0,조회 268,2020.09.01 19:04:11,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1492&page=26
선생이 왜 정치글을 쓰는지 ㅋㅋ,[일반],"공주병 왕자병 비슷한 거라 정치글 쓰는 거 절대 못 고침 ㅇㅇ 문재앙마냥
기립박수 받으면서 정치하는 것도 아니고 ㅋㅋ 자신이 우매한 국민 중 선
택받았다는 병신같은 생각 고쳐야 된다","ㅇㅇ(223.38) 2020.09.01 15:43:43
조회 328 추천 1 댓글 1",추천 1,조회 328,2020.09.01 15:43:43,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1491&page=26
8/31 급식,[일반],사진찍는 거 까먹어서 좀 먹음,"나이트 2020.08.31 18:14:38
조회 202 추천 2 댓글 3",추천 2,조회 202,2020.08.31 18:14:38,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1489&page=26
속보) 개학 연기,[일반],"1
이미지 순서 ON

2

3

이왜진?","ㅇㅇ(182.213) 2020.08.31 14:35:21
조회 537 추천 21 댓글 0",추천 21,조회 537,2020.08.31 14:35:21,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1488&page=26
김영배를 밀어낼 새로운갤주,[일반],- dc official App,"ㅇㅇ(182.224) 2020.08.31 12:50:46
조회 918 추천 6 댓글 0",추천 6,조회 918,2020.08.31 12:50:46,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1487&page=26
21세기 지도 개정안,[일반],,"ㅇㅇ(116.121) 2020.08.29 02:33:35
조회 387 추천 9 댓글 2",추천 9,조회 387,2020.08.29 02:33:35,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1485&page=26
오늘의 영단어,[일반],,"ㅇㅇ(112.168) 2020.08.28 19:23:02
조회 134 추천 2 댓글 0",추천 2,조회 134,2020.08.28 19:23:02,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1483&page=26
8/28 급식,[일반],ㅇㅇ,"나이트 2020.08.28 17:36:07
조회 227 추천 1 댓글 6",추천 1,조회 227,2020.08.28 17:36:07,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1482&page=26
동원고 여신,[일반],반박시 종북좌파빨갱이,"ㅇㅇ(116.121) 2020.08.28 12:15:10
조회 1046 추천 9 댓글 1",추천 9,조회 1046,2020.08.28 12:15:10,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1481&page=26
8/27 급식,[일반],ㅇㅇ,"나이트 2020.08.27 20:15:51
조회 190 추천 3 댓글 6",추천 3,조회 190,2020.08.27 20:15:51,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1479&page=26
야 니들 학교가냐 ㅋㅋ,[일반],"난 안가 ㅋㅋ
- dc official App","ㅇㅇ(223.38) 2020.08.26 02:26:26
조회 338 추천 6 댓글 0",추천 6,조회 338,2020.08.26 02:26:26,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1477&page=26
오후에 개심심한 -틀-이 질문받는다 아무거나,[졸업생],ㅈㄱㄴ,"ㅇㅇ(128.134) 2020.08.25 14:58:13
조회 317 추천 0 댓글 7",추천 0,조회 317,2020.08.25 14:58:13,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1476&page=26
야대면수업 입갤 ㅋㅋㅋㅋㅋㅋㅋ,[일반],3학년은 제외 wwwwwwwwww,"ㅇㅇ(211.114) 2020.08.25 10:23:55
조회 166 추천 0 댓글 1",추천 0,조회 166,2020.08.25 10:23:55,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1475&page=26
뽀로로 만화,[일반],"1
이미지 순서 ON
2
3
4
5
6
7","ㅇㅇ(116.121) 2020.08.23 14:53:47
조회 298 추천 14 댓글 0",추천 14,조회 298,2020.08.23 14:53:47,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1471&page=26
빨리 동원고 등교하고 싶다,[일반],,"ㅇㅇ(116.123) 2020.08.22 12:21:47
조회 382 추천 5 댓글 1",추천 5,조회 382,2020.08.22 12:21:47,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1470&page=26
휴교 안하냐?,[일반],ㅅㅂ,"ㅇㅇ(125.178) 2020.08.21 20:21:49
조회 181 추천 1 댓글 2",추천 1,조회 181,2020.08.21 20:21:49,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1469&page=26
파란명찰 손,[졸업생],"일단 나부터 ;
- dc official App","ㅇㅇ(223.38) 2020.08.20 03:10:01
조회 180 추천 1 댓글 1",추천 1,조회 180,2020.08.20 03:10:01,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1468&page=26
삼반수생 9평보러간다,[일반],명찰 파란색이니까 이상한 눈으로 바라보지 말아줘 ㅎㅎ,"ㅇㅇ(222.99) 2020.08.19 22:08:19
조회 247 추천 2 댓글 3",추천 2,조회 247,2020.08.19 22:08:19,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1467&page=26
3학년도 온라인수업 할 것 같음?,[일반],왠지 그럴 수도 있을 것 같은데,"ㅇㅇ(1.242) 2020.08.19 11:04:15
조회 256 추천 0 댓글 6",추천 0,조회 256,2020.08.19 11:04:15,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1465&page=26
내 여친 셀카ㅁㅌㅊ?,[일반],- dc official App,"ㅇㅇ(223.62) 2020.08.17 22:58:52
조회 554 추천 1 댓글 4",추천 1,조회 554,2020.08.17 22:58:52,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1458&page=26
동원고 작년 입결,[졸업생],ㅈㄱㄴ,"히히호(116.121) 2020.08.16 21:57:03
조회 393 추천 0 댓글 2",추천 0,조회 393,2020.08.16 21:57:03,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1443&page=26
오늘의 영단어,[일반],"whore : 창녀
- dc official App","ㅇㅇ(112.147) 2020.08.16 17:20:32
조회 191 추천 0 댓글 1",추천 0,조회 191,2020.08.16 17:20:32,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1442&page=26
진짜 씨발 페북에 정치글 좀 쓰지마,[일반],윤서인이나 윾튜브로 정치 배워놓고 페북에 정치글 싸면 멋있어 보일 거 같냐???? 존나게 개찐따 같어요 ㅉㅉ 소신충 새끼들아,"ㅇㅇ(223.62) 2020.08.16 01:58:18
조회 718 추천 13 댓글 7",추천 13,조회 718,2020.08.16 01:58:18,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1441&page=26
7교시 줌으로 하는게 가능함?,[일반],"학부모들이 민원 존나 넣었다는데
맘충 시1발련들 좆같네","ㅇㅇ(1.238) 2020.08.15 09:44:28
조회 259 추천 1 댓글 4",추천 1,조회 259,2020.08.15 09:44:28,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1438&page=26
줌만든새끼 애1미죽이는중,[일반],ㅇㅇ,"ㅇㅇ(180.230) 2020.08.14 21:36:10
조회 282 추천 1 댓글 3",추천 1,조회 282,2020.08.14 21:36:10,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1437&page=26
아시아의 빛.JPG,[일반],"미제 양키 패권주의를 종식시키고 아시아인을 서구패권주의에서 해방시키며 아시아의 시대를 열 진정한 아시아의 구원자이자 리더

빛 중 화 인 민 공 화 국


빛진핑


빛진타오


빛쩌민","ㅇㅇ(117.111) 2020.08.13 23:59:38
조회 284 추천 3 댓글 1",추천 3,조회 284,2020.08.13 23:59:38,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1436&page=26
갓겜 하나 추천드리겠습니다,[일반],그거는 바로 천장코네,"ㅇㅇ(1.242) 2020.08.13 16:44:43
조회 185 추천 3 댓글 0",추천 3,조회 185,2020.08.13 16:44:43,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1435&page=26
동원고 마갤이 있네,[졸업생],97년생 다녀간다 ㅎㅎ,"ㅇㅇ(218.55) 2020.08.12 12:29:00
조회 514 추천 12 댓글 2",추천 12,조회 514,2020.08.12 12:29:00,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1431&page=26
요즘 한국사 기출.jpg,[일반],- dc official App,"ㅇㅇ(175.119) 2020.08.11 19:42:47
조회 354 추천 4 댓글 3",추천 4,조회 354,2020.08.11 19:42:47,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1430&page=26
진짜 100% 줌수업 말안되네,[일반],"지금 100%줌수업 시연중인데 교육부 탁상행정의 폐혜를 제대로 느낀다.

이게 상식적으로 말이 되나? 진짜 이게뭐노.


하아

쏘대장 보고 참는다
- dc official App","34기의미래 2020.08.11 12:13:51
조회 697 추천 7 댓글 6",추천 7,조회 697,2020.08.11 12:13:51,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1428&page=26
동원고 김기준 선생님,[일반],어떤분이심? 이 쌤 담임으로 겪었던 사람은 좀 알려줘봐,"ㅇㅇ(121.136) 2020.08.10 13:07:54
조회 586 추천 3 댓글 4",추천 3,조회 586,2020.08.10 13:07:54,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1427&page=26
동마갤을 떠나려합니다.,[졸업생],"왜냐면

곧 군대가거든요.

선배님 후배님들, 그리고 친구들 

안녕 

ㅠ.ㅠ
- dc official App","ㅇㅇ(223.62) 2020.08.10 00:44:38
조회 405 추천 8 댓글 2",추천 8,조회 405,2020.08.10 00:44:38,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1426&page=26
너네 동원고가 북수원지역 근 3년 입시결과 제일 좋은거 아냐?,[일반],"2010년이후로 좆망테크 타다가
17년 고3들 서울대 8명 보내고
18년 고3들 5명
19년 고3들 3명 보냈다

심지어 올해 졸업생은 의대 버리고 서울대 수의대감 ㅋㅋ

너네 수원같은 학구열 떨어지는 지방촌구석에 이만한 일반고가 있을 것 같냐?

참고로 작년만 아는데 수시2명 정시1명이고 셋 다 이과다 ㅋㅋㅋ

문과는 Sky전멸인데 서성한부터는 은근 많음 내가 아는 애들만 해도 성대1 한양대2 경희대1 서울교대1이다 문과는 꾸준히 전교 8등안에만 들어라 수시로 건동홍은 무조건 간다

그리고 너무 정시하면 좆망한다 라는 생각은 버리는게 좋음
하면 된다 리얼루
작년 샤붕이들중에 한명도 현역 이과 정시로 서울대 기계공 뚫러버린거고 ㅋㅋㅋ

암튼 우리 후배님들 화이팅..","ㅇㅇ(121.254) 2020.08.10 00:08:19
조회 1396 추천 6 댓글 6",추천 6,조회 1396,2020.08.10 00:08:19,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1425&page=27
동원고에 뭘 정시로 성공한애들이 없어 ㅂㅅ들아,[일반],작년 졸업생 서울대 3명중에 1명이 정시로 갔다더만 걍 학교상괸없이 지가 잘하면 감 ㅋㅋ,"ㅇㅇ(121.254) 2020.08.09 23:28:29
조회 400 추천 0 댓글 2",추천 0,조회 400,2020.08.09 23:28:29,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1424&page=27
실명언급 지워라,[일반],좆목질 2학년 아웃!,"ㅇㅇ(210.103) 2020.08.08 12:34:39
조회 242 추천 2 댓글 2",추천 2,조회 242,2020.08.08 12:34:39,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1421&page=27
재수생 랩 써봤다 ㅁㅌㅊ?,[일반],"왜 담배 물어야 해 강제된 시간대인 밤에
용기를 내보자 사람이 없는 비오는 날엔
집앞에 담의 모습
내 인생의 장애물
시각적 문학적 감성으로 바꿔놓고
이담에 꼭 넘어봐야지
내 속 거인의 얼개를 니네도 알게
시샘이 나 말고 너흴 지배 할 날이 꼭 오게
(내가 지금은 루저란 고백)

primetime 비트에 맞추보니 기가 막히더라... 재수 접고 래퍼나 할까","ㅇㅇ(223.62) 2020.08.08 12:22:37
조회 341 추천 0 댓글 5",추천 0,조회 341,2020.08.08 12:22:37,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1419&page=27
대 수성고 수준,[일반],"ㄷㄷ
- dc official App","애국보수동붕이 2020.08.06 10:01:46
조회 555 추천 0 댓글 1",추천 0,조회 555,2020.08.06 10:01:46,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1413&page=27
동원고 학급 반장도 짤릴 수 있나요??,[일반],반장해서 이미 임명장 받아도 짤릴수 있나요?,"자크 장인 진범(222.117) 2020.08.05 23:01:14
조회 375 추천 1 댓글 3",추천 1,조회 375,2020.08.05 23:01:14,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1412&page=27
동원고 급식마렵다,[졸업생],"초중고대군 통틀어서 동원고가 가장 맛있었다
점심보단 저녁이 더 맛있었는듯
고추장에 참치비빔밥이었나 원탑이었고 감자탕 카레 등등 맛있는게 너무 많았다
군대가면 급식 맛없으니까 동원고 급식 잘 챙겨 먹어라
학식도 맛없다 학교마다 다르겠지만","ㅇㅇ(115.20) 2020.08.05 17:20:26
조회 206 추천 0 댓글 3",추천 0,조회 206,2020.08.05 17:20:26,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1410&page=27
운동장에 우레탄 코트 없어졌냐?,[졸업생],모래로 덮인거 같던데 농구코트 왜없어짐? 요즘엔 애들 농구 안하냐,"ㅇㅇ(115.20) 2020.08.05 10:22:09
조회 421 추천 0 댓글 11",추천 0,조회 421,2020.08.05 10:22:09,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1408&page=27
이거도 노잼임?,[일반],"https://youtu.be/CnmQ0lxAVHc

이건 인정이지ㅋㅋ
- dc official App","ㅇㅇ(110.70) 2020.08.05 07:34:58
조회 142 추천 0 댓글 1",추천 0,조회 142,2020.08.05 07:34:58,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1406&page=27
동우여고갤은 동마갤에서 만든 거임?,[일반],ㅇㅇ?,"ㅇㅇ(223.33) 2020.08.04 21:04:11
조회 326 추천 0 댓글 1",추천 0,조회 326,2020.08.04 21:04:11,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1405&page=27
씨발씨팔씨펄씨발,[일반],내신 개좆됐네 여자 없는 남고까지 와서 이지랄을 떠니 차라리 대평을 갔었어야 하는데 이걸 이제서야 알아챈 나도 병신이지 씨발 개씨발,"ㅇㅇ(125.178) 2020.08.04 13:21:03
조회 296 추천 0 댓글 4",추천 0,조회 296,2020.08.04 13:21:03,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1404&page=27
탈출해라 아직 늦지 않았다...,[졸업생],"동원고 탈출해서 진짜 동원구호처럼 세계로 나가서 살고 있다...
너의 젊음은 동원고에서 썩히기엔 너무나도 짧다...","ㅇㅇ(219.59) 2020.08.03 17:30:56
조회 300 추천 4 댓글 1",추천 4,조회 300,2020.08.03 17:30:56,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1403&page=27
