제목,말머리,내용,글쓴이,추천수,조회수,날짜,링크
광양백운고←얘네도 과학중점고 아님?,,어디서본거같은데,"ㅇㅇ(175.116) 2021.08.20 00:44:26
조회 115 추천 1 댓글 2",추천 1,조회 115,2021.08.20 00:44:26,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=51&page=4
여기가 망갤이라면,,"주딱을 나한테 넘겨라
여긴 광양백운고가 차지한다.","ㅇㅇ(117.111) 2021.08.19 08:18:25
조회 113 추천 6 댓글 2",추천 6,조회 113,2021.08.19 08:18:25,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=50&page=4
내일부터공부할15일의전사면개추ㅠㅠㅠㅠㅠㅠㅠㅠ,,난아님ㄲㅈ,"익명의김x규 2021.08.17 21:35:12
조회 31 추천 0 댓글 0",추천 0,조회 31,2021.08.17 21:35:12,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=49&page=4
개학하고 교실 통으로 빌려서 종일 실모치는거 불가능하냐?,,백운고라 안될듯ㅇㅇ,"ㅇㅇ(175.116) 2021.08.16 02:06:38
조회 52 추천 0 댓글 2",추천 0,조회 52,2021.08.16 02:06:38,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=48&page=4
경기도재난지원금100%ㅋㅋㅋㅋㅋㅋ,,앙ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"익명의김x규 2021.08.13 21:14:50
조회 72 추천 0 댓글 1",추천 0,조회 72,2021.08.13 21:14:50,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=47&page=4
ㅈ반고 니네 뭐임?,,니네 공부 안 하냐?,"댄디한배성민 2021.08.12 21:45:23
조회 89 추천 0 댓글 1",추천 0,조회 89,2021.08.12 21:45:23,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=46&page=4
ㅎㅇ,,"이런게다잇네
수시 어디 씀?? 나 걍좆됌","ㅇㅇ(175.115) 2021.08.09 04:26:56
조회 41 추천 0 댓글 1",추천 0,조회 41,2021.08.09 04:26:56,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=45&page=4
백미갤을살려주세요,,소재(똥)이업서요,"익명의김x규 2021.08.04 19:44:17
조회 49 추천 0 댓글 1",추천 0,조회 49,2021.08.04 19:44:17,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=44&page=4
나를앞선김x규를죽인다,,순공14시간박고옴,"익명의김x규 2021.08.02 08:06:58
조회 35 추천 0 댓글 0",추천 0,조회 35,2021.08.02 08:06:58,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=43&page=4
12시간딥슬립완료,,머리아프노요ㅋㅋ,"익명의김x규 2021.08.01 11:45:09
조회 41 추천 0 댓글 4",추천 0,조회 41,2021.08.01 11:45:09,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=42&page=4
저녁안먹고공부할것.,,6모665546이정도면연세대가능???????,"익명의김x규 2021.07.31 13:37:50
조회 32 추천 0 댓글 5",추천 0,조회 32,2021.07.31 13:37:50,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=41&page=4
옆자리문돌이애미터진년죽여버림,,좆같은년한국사모고푸는주제에adhd걸려잇노시밠ㅂㅅㅂㅅㅂㅅㅂㅅㅂㅅㅂㅅㅂㅅㅅㅂㅅㅂ,"익명의김x규 2021.07.30 16:24:59
조회 64 추천 0 댓글 2",추천 0,조회 64,2021.07.30 16:24:59,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=40&page=4
윤석열 오늘중으로 국민의힘 입당예정,,들어가서 팀킬하는거 아니노ㅋㅋ,"ㅇㅇ(175.121) 2021.07.30 12:46:51
조회 31 추천 0 댓글 0",추천 0,조회 31,2021.07.30 12:46:51,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=39&page=4
졸업생인데,,망갤임?,"댄디한배성민 2021.07.29 23:33:59
조회 62 추천 0 댓글 2",추천 0,조회 62,2021.07.29 23:33:59,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=38&page=4
유동제한해제?,,딱좋노 이기야~~,"ㅇㅇ(175.223) 2021.07.26 11:53:37
조회 46 추천 0 댓글 1",추천 0,조회 46,2021.07.26 11:53:37,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=37&page=4
