제목,말머리,내용,글쓴이,추천수,조회수,날짜,링크
삼일공고 ㄹㅇ 망했다,,ㄹㅇ,"중한노 2021.12.23 00:01:15
조회 35 추천 1 댓글 0",추천 1,조회 35,2021.12.23 00:01:15,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=155&page=4
삼일공고 ㄹㅇ 망했다,,ㄹㅇ,"중한노 2021.12.22 03:18:37
조회 24 추천 1 댓글 0",추천 1,조회 24,2021.12.22 03:18:37,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=154&page=4
삼일공고 ㄹㅇ 망했다,,ㄹㅇ,"중한노 2021.12.21 02:02:20
조회 26 추천 1 댓글 0",추천 1,조회 26,2021.12.21 02:02:20,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=153&page=4
삼일공고 ㄹㅇ 망했다,,ㄹㅇ,"중한노 2021.12.20 08:31:48
조회 24 추천 1 댓글 0",추천 1,조회 24,2021.12.20 08:31:48,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=152&page=4
삼일공고 ㄹㅇ 망했다,,ㄹㅇ,"중한노 2021.12.19 14:18:28
조회 30 추천 1 댓글 0",추천 1,조회 30,2021.12.19 14:18:28,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=151&page=4
삼일공고 ㄹㅇ 망했다,,ㄹㅇ,"중한노 2021.12.18 02:29:13
조회 28 추천 1 댓글 0",추천 1,조회 28,2021.12.18 02:29:13,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=150&page=4
삼일공고 ㄹㅇ 망했다,,ㄹㅇ,"중한노 2021.12.17 01:15:25
조회 74 추천 1 댓글 1",추천 1,조회 74,2021.12.17 01:15:25,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=148&page=4
삼일공고 ㄹㅇ 망했다,,ㄹㅇ,"중한노 2021.12.16 00:59:45
조회 28 추천 1 댓글 0",추천 1,조회 28,2021.12.16 00:59:45,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=147&page=4
삼일공고 ㄹㅇ 망했다,,ㄹㅇ,"중한노 2021.12.15 04:39:03
조회 19 추천 1 댓글 0",추천 1,조회 19,2021.12.15 04:39:03,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=146&page=4
삼일공고 ㄹㅇ 망했다,,ㄹㅇ,"중한노 2021.12.14 23:57:54
조회 23 추천 1 댓글 0",추천 1,조회 23,2021.12.14 23:57:54,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=145&page=4
삼일공고 ㄹㅇ 망했다,,ㄹㅇ,"중한노 2021.12.13 01:10:22
조회 41 추천 1 댓글 0",추천 1,조회 41,2021.12.13 01:10:22,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=144&page=4
삼일공고 ㄹㅇ 망했다,,ㄹㅇ,"중한노 2021.12.12 01:31:50
조회 35 추천 1 댓글 0",추천 1,조회 35,2021.12.12 01:31:50,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=143&page=4
삼일공고 ㄹㅇ 망했다,,ㄹㅇ,"중한노 2021.12.11 01:59:13
조회 40 추천 1 댓글 0",추천 1,조회 40,2021.12.11 01:59:13,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=142&page=4
공지,,"학생여러분 좋은 글을 쓰며 좋은 마음가짐을 가져야 하나님의 나라에 들어갈 수 있습니다.
학우 여러분들께 도움이될 만한 글들만 작성하는 게시판이 되었으면 하는 마음에서 작성해봅니다.
자격증 파이팅","김동수(211.114) 2021.12.10 14:58:25
조회 293 추천 4 댓글 2",추천 4,조회 293,2021.12.10 14:58:25,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=141&page=4
슬슬 완장 바꿔야겠다 개추,,먼 1년째 잠수노 씹,"중한노 2021.12.10 00:37:26
조회 569 추천 15 댓글 7",추천 15,조회 569,2021.12.10 00:37:26,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=140&page=4
삼일공고 ㄹㅇ 망했다,,ㄹㅇ,"중한노 2021.12.10 00:05:17
조회 54 추천 1 댓글 0",추천 1,조회 54,2021.12.10 00:05:17,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=139&page=4
아니 김동수 교장선생님 왜 욕함?,,"진짜 존경스럽고 완벽한 선생님이시고 학교를 위해 헌신,봉사해주시는 선생님이신데 왜 욕함?
김동수 교장선생님 믿고 좋은곳 취직, 진학하자!! 삼일공고 화이팅! 100년이 넘는 역사와 전통을 자랑하는 민족학교 화이팅! 임면수 선생님 이하영 목사님의 뜻을 이어받자!","아니(223.38) 2021.12.09 22:35:02
조회 927 추천 41 댓글 6",추천 41,조회 927,2021.12.09 22:35:02,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=138&page=4
삼일공고 ㄹㅇ 망했다,,ㄹㅇ,"중한노 2021.12.09 02:25:45
조회 40 추천 1 댓글 0",추천 1,조회 40,2021.12.09 02:25:45,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=137&page=4
삼일공고 ㄹㅇ 망했다,,ㄹㅇ,"중한노 2021.12.08 00:49:51
조회 70 추천 1 댓글 1",추천 1,조회 70,2021.12.08 00:49:51,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=136&page=4
삼일공고 ㄹㅇ 망했다,,ㄹㅇ,"중한노 2021.12.07 10:47:31
조회 29 추천 1 댓글 0",추천 1,조회 29,2021.12.07 10:47:31,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=134&page=4
삼일공고 ㄹㅇ 망했다,,ㄹㅇ,"중한노 2021.12.06 00:09:48
조회 40 추천 1 댓글 0",추천 1,조회 40,2021.12.06 00:09:48,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=133&page=4
삼일공고 ㄹㅇ 망했다,,ㄹㅇ,"중한노 2021.12.05 00:47:12
조회 23 추천 1 댓글 0",추천 1,조회 23,2021.12.05 00:47:12,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=132&page=4
삼일공고 ㄹㅇ 망했다,,ㄹㅇ,"중한노 2021.12.04 02:46:01
조회 33 추천 1 댓글 0",추천 1,조회 33,2021.12.04 02:46:01,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=131&page=4
삼일공고 ㄹㅇ 망했다,,ㄹㅇ,"중한노 2021.12.03 19:20:57
조회 84 추천 2 댓글 1",추천 2,조회 84,2021.12.03 19:20:57,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=130&page=4
이봐 거기가 아니라고 좀 더 아래야 아래,,"""흐읏 네에에엣""
김동수의 흐릿한 목소리가 방안을 애워쌌다
이내 짙은 남성이 내뱉는 신음소리가 김동수를 쫓아가기라도 하듯 거칠게 방안에서 울려퍼졌다
""하아... 그렇게 빨아선 하루종일 걸린다고?""
""네... 네엣 읍!""
이내 남자는 김동수가 하려던 말이 듣기 싫다는 듯
동수의 목을 붙잡고 자신의 자지에 밀어넣었다
""어때 기분 좋냐? 이렇게 해주는게 기분이 좋은거겠지?""
동수는 필사적으로 말하려고했지만 거칠게 움직여대는 남자의 힘에 이기지 못하고 결국 말하지 못했다
뷰류루루루룻 뷰룻 뷰룻

짙은 애액이 자신의 입에 들어왔음을 직감한 동수는 이내 그 맛을 음미하였다
""맛있게 먹는 꼬라지하고는""
비아냥대는 남성의 말을 반찬삼은건지 그게 아니라면
마치 오랜시간 굶던 사자가 단숨에 먹잇감을 찾아내 잡아먹는것처럼
허겁지겁 남성의 정액을 들이키는건지
동수의 정액을 삼키는 속도는 더욱 빨라졌다

""눕기나 해, 돼지같은 짐승새끼""
남성의 발에 걷어채여진 동수는 발기된 자지조차 감추지 못하고
그대로 힘없이 가을에 떨어지는 낙엽처럼 침대에 쓰러져버렸다
방안의 벽시계를 바라본 남성은 쓰러진 동수를 향해서 속삭였다
""걱정마 밤은 길거든""
""네에엣 금태양 주인님""
동수의 말에 금태양은 어딘가 기분이 안좋았던 것일까
언짢은 표정이 얼굴을 통해 드러나더니 동수의 자지를 자신의 발로 서서히 짓눌렀다
""함부로 이름 말하지 말랬지""
이내 금태양은 동수를 엎드리도록 명령한채 동수의 똥꾸멍에 딜도를 꺼내들어 단숨에 박아쳐넣었다
깊고도 높은 동수의 신음소리가 방안을 애워싸자 금태양은 만족한건지
그 딜도를 사정없이 피스톤질 하기 시작했다
얼마나 시간이 지났을까
동수는 참지못하고 작디 작은 그 자지에서 마치 막혀있던 댐이 무너져 물이 용솟음치듯 폭발하는 것처럼 정액이 쏟아져 나오기 시작했다
침대를 적신 정액을 보자 금태양은 고개를 들어 시계를 바라봤다
""겨우 3분? 3분만에 사정한거야? 좆밥 자지네 허♡접""

금태양은 자신의 놀림에도 단 한마디조차 반박할 수 없을만큼 녹초가 된 동수의 몸을 끌어 안으며 동수의 자지를 어루만졌다
""자 기분좋지? 앞으로 뭘 해줄까?""
금태양의 말에 머뭇거리던 동수는 이내 마음을 다잡은듯 소리쳤다
""자지!!! 저의 좆밥 자지를 직접 손으로 만져서 사정시켜주세요옷!""
동수의 말을 기다렸다는 듯 금태양은 동수의 귓가에 나지막히 속삭였다
""그래, 그러러면 해줘야 할 말이 있어""
금태양의 말이 끝나자 동수는 이내 머뭇거리더니 몸까지 부르르 떨렸다
""하기싫은거야? 그러면 그만두지""
금태양이 동수의 곁에서 벗어나려하자
동수는 잽싸게 금태양의 손을 낚아채며 소리쳤다
""전... 전면등교옷!!!! 지금부터 삼공을 전부 전면등교 시키고 모든 학생들을 수능과 상관없이 학교에 나오라고 시키겠습니다하앙아앗!!!!""
동수의 울부짖음에 만족한 금태양은 화려한 태크닉으로 동수를 단 5초만에 사정시켜버렸다
아니 어쩌면 동수가 토끼였을지도...

그 후 동수의 방 문에서 아주 오랜시간동안 두 남성의 헐떡거림과 신음소리가 새어나오는 것을 마지막으로 이야기는 잠시동안 일단락된다

To be continue.........?



수능 다음날에 학교 쳐보내지 말라고 동수 씨발아","ㅇㅇ(39.7) 2021.11.19 17:51:38
조회 1176 추천 17 댓글 5",추천 17,조회 1176,2021.11.19 17:51:38,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=127&page=4
삼일공고 안좋음?,,"삼일공고 진학희망하는 중3인데요 집앞에있는 인문계 갈까요 아니면 삼일공고갈까요
참고로 사물인터넷과 희망하고 삼일공고까지는 1시간 30분 걸림","카지노습격마렵네 2021.10.31 18:17:34
조회 639 추천 0 댓글 7",추천 0,조회 639,2021.10.31 18:17:34,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=126&page=4
여기오던 다른데 가던 너네 하는거 따라 달라진다,,"공부를 열심히 하던 자격증 따서 취업하던
너네 하기 나름인거 같다

배우는 전공 관심없으면 다른거 전공 자격증 공부하거나
내신 챙기던 공시준비해서 성공하길 바란다
- dc official App","ㅇㅇ(223.33) 2021.10.19 23:21:26
조회 272 추천 1 댓글 1",추천 1,조회 272,2021.10.19 23:21:26,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=124&page=4
재,,재,"ㅇㅇ(106.240) 2021.10.13 09:39:39
조회 109 추천 0 댓글 0",추천 0,조회 109,2021.10.13 09:39:39,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=120&page=4
삼일공고 앰생들 ㅎㅇ,,이거 보는 앰생새끼들 뭐하러 들어왔노ㅋㅋ 흙수저쉑들,"ㅇㅇ(175.119) 2021.09.26 01:26:01
조회 453 추천 0 댓글 5",추천 0,조회 453,2021.09.26 01:26:01,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=117&page=4
졸업생인데 도제교육 그거 요즘도 있냐?,,"kt 도제한 졸업생인데
- dc official App","ㅇㅇ(223.38) 2021.09.23 15:31:56
조회 544 추천 0 댓글 9",추천 0,조회 544,2021.09.23 15:31:56,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=116&page=4
지금 당장 취업 안되는 삼붕이 들어와,,자~~ 일용직 드가자아ㅏ!!!!!,"ㅇㅇ(211.114) 2021.09.17 10:24:24
조회 402 추천 1 댓글 1",추천 1,조회 402,2021.09.17 10:24:24,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=114&page=4
개병신같은 학교,,전면등교 전면등교 노래부를때부터 알아봤다,"ㅇㅇ(106.101) 2021.09.16 14:15:49
조회 590 추천 0 댓글 4",추천 0,조회 590,2021.09.16 14:15:49,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=113&page=4
2016년 화공과 탑 누군지 아는넘 있냐,,너무 틀딱인가,"ㅇㅇ(118.34) 2021.09.11 04:25:45
조회 426 추천 0 댓글 2",추천 0,조회 426,2021.09.11 04:25:45,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=112&page=5
ㅇㅇ,,"이번 년도 졸업하는 중붕이인데 

삼일공고 VS 수원공고

추천좀 ㅋㅋ","ㅇㅇ(211.114) 2021.09.10 13:10:27
조회 213 추천 0 댓글 5",추천 0,조회 213,2021.09.10 13:10:27,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=110&page=5
ㅇㄱㄱ,,"www.nocutnews.co.kr/news/4857705' target=""_blank"">https://www.nocutnews.co.kr/news/4857705

ㄹㅇ ㅋㅋ","ㅇㅇ(211.114) 2021.09.10 13:06:47
조회 109 추천 0 댓글 0",추천 0,조회 109,2021.09.10 13:06:47,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=109&page=5
삼일공고 입학하려는데..,,"현재 중3이고 내신이 170 정도되는데 삼일공고 IOT선생님 한분이 저에게 와서 과고 외고 가봤자 코로나 시기에 취업 안되고
서울대 가봤자 취업 힘든데 삼일공고 오면 취업도 시켜주고 전공지식도 배우면서 진로에 대해 생각해 볼 수 있다고 하는데요..
부모님은 그냥 니가 선택해라 하는 식으로 대하시고
살작 공고갈까? 이렇게 생각중이라서 갤봤는데 정말 가면 ㅈ때는 학교인가요?

삼일공고 선생님께서 고졸전용 공무원 시험도 있어서 공무워 되기쉽고 대기업도 선배들 많이 간다고 하시면서
말씀하시는데 솔직히 지금 너무 가고 싶은데 갤보니까 혼란쓰러워요

그리고 선생님이 특성화고 욕하는 사람들 노력도 안하고 탱자탱자 놀기만 하다가 
남탓만 하는거라고 그런사람들은 뭘해도 안돼는 사람들이라고 하는데..","ㅇㅇ(122.36) 2021.09.01 19:06:42
조회 667 추천 1 댓글 9",추천 1,조회 667,2021.09.01 19:06:42,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=108&page=5
친구한테 들어보니까,,"삼공에 대깨문 근첩 많다는데
사실임?","ㅇㅇ(180.224) 2021.07.16 21:09:49
조회 803 추천 12 댓글 3",추천 12,조회 803,2021.07.16 21:09:49,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=106&page=5
여기 학교쌤들도 봄?,,학생들 욕이랑 교장쌤 욕도 있어서 궁금함,"ㅇㅇ(146.70) 2021.07.11 02:56:40
조회 526 추천 0 댓글 4",추천 0,조회 526,2021.07.11 02:56:40,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=104&page=5
용호 잘지내냐?,,사고쳐서 선생님짤렸을꺼같음 ㅇㅇ,"ㅇㅇ(175.223) 2021.06.11 13:21:47
조회 562 추천 2 댓글 8",추천 2,조회 562,2021.06.11 13:21:47,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=100&page=5
어이 삼공...,,그 앞은 지옥이다..,"ㅇㅇ(125.178) 2021.06.10 11:01:52
조회 296 추천 0 댓글 3",추천 0,조회 296,2021.06.10 11:01:52,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=98&page=5
"삼일공고 갤러리 ""입갤""",,이몸 등장,"ㅇㅇ(106.101) 2021.06.09 21:54:21
조회 476 추천 1 댓글 3",추천 1,조회 476,2021.06.09 21:54:21,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=97&page=5
ㅋㅋㅋ 요즘어떠냐?,,ㅈ ㅄ 학교 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"ㅇㅇ(122.36) 2021.05.31 22:48:53
조회 256 추천 0 댓글 4",추천 0,조회 256,2021.05.31 22:48:53,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=96&page=5
이제부터 여기 삼일공고 갤러리는 여성시대 회원 일동이 점령하노 이기야^^,,느금마,"ㅇㅇ(39.7) 2021.05.14 06:31:35
조회 322 추천 0 댓글 3",추천 0,조회 322,2021.05.14 06:31:35,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=94&page=5
안녕,,나는 삼일공고에 재학중이야 이 학교는 정말 병신같애 지금 3학년인데 시발 미래가 없어 미래가 ㅈㄴ 껌껌해 그리고 진짜 말해두는데 공부할거면 딴데가라 여기는 노답이다 그리고 교장이 노답이다  난 이미 회사다니고 있다 시발 궁금한거 있으면 물어봐라 ㅈㄴ 진지하게 대답해줌,"ㅇㅇ(211.33) 2021.05.04 13:31:16
조회 547 추천 0 댓글 17",추천 0,조회 547,2021.05.04 13:31:16,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=93&page=5
동수씨 발련이 대가리에 총맞았나 판단력 왜 저 지랄임,,"지금 코로나 삼공에 발병남
동수씨 발은 그냥 닥치고 튀어나오라고 했지?

코로나가 감기정도로 끝나는 가벼운 병이냐? X
혼자만 앓다가 끝나는 전염성이 약한 병이냐? X
그렇다면 백신이 사람들에게 활발히 분포되어 있어서 충분히 치료가 가능한 병이냐? X
그렇다면 치사율이 완벽하게 없어서 모든 사람들이 조금만 아프면 완치가 되는가? X

씨발련이 코로나 확진자가 공고에서 나왔다고 판정이 튀어나왔으면 
재깍재깍 빠르고 신속하게 옳은 결정을 해야 그게 사람 새끼지

12시 이전에 확진자가 쳐나왔는데 4시 이후까지 회의랍시고 선생님들 모셔다가 지랄 염병을 떨고서
나온 결정이 등교? 드으으으응교???

그냥 가볍게 앓다가 끝나는 병도 아니고 잘못하면 뒈지는 병이
옆 학교 상고에서 발병도 아니고 우리 학교에 정통으로 퍼졌는데

그게 최선의 선택이라고?


오우 집념의 사나이 그 자체다 씨발련아

학생들 쳐 죽이는데 집념이 강하구나
학생새끼들 전부 죽여서 보내버린다음 누가 예수를 믿었는지 안 믿었는지 판가름할려고 그러냐?

천국에 가 있으면 예수 믿으니까 말 잘 들은 착한 학생이고
천국에 없으면 예수 안 믿은 나쁜 새끼네 ㅋㅋㅋㅋㅋㅋㅋ

지 애새끼 학교에 있는거 아니라고 찐으로 보내버리네?
일처리를 못하는 거냐 아니면 안하는거냐?

아님 ㄹㅇ 그게 최선의 선택이라고 생각했을까?
그 나이 쳐먹고서 대단하십니다 

""집념의 사나이""

학교 예산을 전동 퀵보드에 부을 때부터 뭔가 좀 씁쓰름하다 싶었다
그 돈으로 급식실에 돈 좀 더 써서 식판이나 빡빡 딲으라고 시키기나 해라
무슨 식판에 물때부터 별의 별 온갖게 다 들어가있냐 ㅋㅋㅋㅋㅋ


등교확정 축하한다 씹쌔끼들아
지금부터라도 예수 믿고 천국에서 보자

씨발 학생 목숨 지가 챙겨줄 것도 아닌 새끼가 지랄이야

오늘 동수씨 발련 BL 소설이나 쓰고 잘랜다","ㅇㅇ(112.148) 2021.04.23 23:33:13
조회 1198 추천 24 댓글 6",추천 24,조회 1198,2021.04.23 23:33:13,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=92&page=5
나 노무현이다,,노무,"노무현(175.114) 2021.04.23 11:14:21
조회 178 추천 0 댓글 1",추천 0,조회 178,2021.04.23 11:14:21,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=91&page=5
삼일공고 씹새끼들아 맞짱까자 유신으로 와라 ㅈ밥들아,,ㅇㅇ,"ㅇㅇ(39.117) 2021.04.23 10:19:37
조회 925 추천 4 댓글 3",추천 4,조회 925,2021.04.23 10:19:37,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=90&page=5
인스타에 삼일공고 교복,,교복핏 콘테스트? 그런거에 두명 진짜 이쁘던데 유명해??,"삼공(106.101) 2021.04.20 00:22:05
조회 778 추천 0 댓글 3",추천 0,조회 778,2021.04.20 00:22:05,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=89&page=5
난 찐따여서 아다 못뗐는데,,그거 마저 못하면 여기 온 이유가 뭐임?,"ㅇㅇ(118.34) 2020.11.29 00:43:53
조회 785 추천 0 댓글 3",추천 0,조회 785,2020.11.29 00:43:53,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=81&page=5
ㅇㅇ,,"1
이미지 순서 ON
2
3
- dc official App","ㅇㅇ(175.119) 2020.11.27 22:04:05
조회 318 추천 0 댓글 0",추천 0,조회 318,2020.11.27 22:04:05,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=80&page=5
응딩,,"1
이미지 순서 ON
2
3
4
5
- dc official App","ㅇㅇ(175.119) 2020.11.27 22:03:32
조회 499 추천 2 댓글 1",추천 2,조회 499,2020.11.27 22:03:32,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=79&page=5
기희연,,"1
이미지 순서 ON
2
3
4
5
- dc official App","ㅇㅇ(175.119) 2020.11.27 22:02:17
조회 385 추천 0 댓글 0",추천 0,조회 385,2020.11.27 22:02:17,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=78&page=5
진짜 망했다,,"1
이미지 순서 ON
2
3
4
5
6
- dc official App","ㅇㅇ(175.119) 2020.11.27 22:00:48
조회 354 추천 2 댓글 0",추천 2,조회 354,2020.11.27 22:00:48,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=77&page=5
마크,,"2
3
- dc official App","ㅇㅇ(175.119) 2020.11.27 21:58:23
조회 320 추천 2 댓글 0",추천 2,조회 320,2020.11.27 21:58:23,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=76&page=5
모은다,,- dc official App,"ㅇㅇ(175.119) 2020.11.27 21:57:49
조회 234 추천 0 댓글 0",추천 0,조회 234,2020.11.27 21:57:49,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=75&page=5
삼일공고 망했다.,,ㅇㅇ,"노푸 2020.11.27 21:55:04
조회 924 추천 8 댓글 3",추천 8,조회 924,2020.11.27 21:55:04,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=73&page=5
달린다,,"1
이미지 순서 ON
ㅋ
2
ㅋ
3
ㅋ
- dc official App","3DS(117.111) 2020.11.08 11:57:30
조회 302 추천 1 댓글 0",추천 1,조회 302,2020.11.08 11:57:30,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=72&page=5
DSC : □□,,"이게 갤러리야~~!!
- dc official App","닌텐도는 3DS(117.111) 2020.11.08 11:53:27
조회 136 추천 1 댓글 0",추천 1,조회 136,2020.11.08 11:53:27,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=71&page=5
어이 삼공,,마망 나 아가야...,"코노미(합법) 2020.09.30 21:02:22
조회 390 추천 0 댓글 1",추천 0,조회 390,2020.09.30 21:02:22,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=70&page=5
여기 학교 길 왜이럼?,,"중3인데 내년에 삼일공고 입학하려고 했는데 학교를 어케 들어가노
여기 그냥 꼴통학교임?","ㅇㅇ(128.134) 2020.09.21 19:54:52
조회 775 추천 0 댓글 9",추천 0,조회 775,2020.09.21 19:54:52,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=68&page=5
주딱받을분,,ㅇㅇ,"수박맛메론 2020.09.16 14:02:59
조회 280 추천 0 댓글 2",추천 0,조회 280,2020.09.16 14:02:59,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=67&page=5
도망쳐,,"1
이미지 순서 ON
2
3
4
5
- dc official App","ㅇㅇ(175.119) 2020.09.16 12:22:39
조회 341 추천 0 댓글 1",추천 0,조회 341,2020.09.16 12:22:39,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=65&page=5
휴교기원 2일차,,장마오는데 학교가기싫다,"노푸 2020.08.25 02:03:34
조회 166 추천 3 댓글 1",추천 3,조회 166,2020.08.25 02:03:34,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=62&page=5
개씨발 학교 feat삼일상고 고닉 누구냐,,"삼일공고가 드디어 미쳤구나

대단하다 씨발학교야 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ

그리고 고닉 삼일상고 누구냐

수원갤에서도 보고 씹덕새끼네 ㅋ 보이면 댓글달아
- dc official App","ㅇㅇ(39.117) 2020.08.24 20:48:24
조회 680 추천 3 댓글 6",추천 3,조회 680,2020.08.24 20:48:24,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=61&page=5
휴교 기원 1일차,,학교가기싫다,"노푸 2020.08.24 01:14:18
조회 122 추천 2 댓글 0",추천 2,조회 122,2020.08.24 01:14:18,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=60&page=5
"""와ㅡ이 타카이 타카이~""",,"""코라 ! 아부나이카라 오리테키테 소레니 파파다이헨데쇼""



"" 이요 베츠니 다이죠부""



""와이 파파 다이스키 ""



"" 모ㅡ 아나타와 혼또 아마인다카라~""



""파파 못또 타카이 타카이 시테~""



"" 모 고항니 스루카라 쿄와 오시마이요~ 모 오리루카""



"" 헤~ 마다마다 못또 시타이노니~""



""코라 이카겐니 시나이토 마마 메! 스루요?""



""하 ~이""


- dc official App","삼일상고(125.178) 2020.08.22 14:38:22
조회 359 추천 4 댓글 0",추천 4,조회 359,2020.08.22 14:38:22,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=59&page=5
전기과 1반에서 지랄좀 하지말고 꺼져 제발,,"왜 지랄이야
- dc official App","ㅇㅇ(223.38) 2020.07.31 09:01:25
조회 478 추천 4 댓글 1",추천 4,조회 478,2020.07.31 09:01:25,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=58&page=5
아 월화수 원격수업 기분좋노,,"너무 기분 좋아서 공중제비 523번 돈다 이기야
- dc official App","ㅇㅇ(223.38) 2020.07.24 12:44:28
조회 258 추천 0 댓글 1",추천 0,조회 258,2020.07.24 12:44:28,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=57&page=5
삼붕이 어제 야스하고옴,,여사친이랑 뷰지쥬지 만지다 꼴려서 하고옴,"ㅇㅇ(175.223) 2020.07.19 10:31:21
조회 569 추천 0 댓글 1",추천 0,조회 569,2020.07.19 10:31:21,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=54&page=5
놀이터에서 뒷치기 하는 여고생,,ㅖㅏ,"ㅇㅇ(175.114) 2020.07.18 21:57:03
조회 1806 추천 17 댓글 1",추천 17,조회 1806,2020.07.18 21:57:03,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=52&page=5
이잉,,"1
이미지 순서 ON
2
3
4
5
6
7
8
- dc official App","ㅇㅇ(175.119) 2020.07.18 21:36:51
조회 323 추천 1 댓글 1",추천 1,조회 323,2020.07.18 21:36:51,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=50&page=5
흥갤테스트,,,"ㅇㅇ(175.195) 2020.07.18 04:07:29
조회 394 추천 12 댓글 0",추천 12,조회 394,2020.07.18 04:07:29,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=49&page=5
본 갤러리는 노무현 갤러리의 식민지화 되었음을 알려드립니다,,- dc official App,"ㅇㅇ(210.100) 2020.07.17 17:21:06
조회 260 추천 10 댓글 0",추천 10,조회 260,2020.07.17 17:21:06,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=48&page=5
망갤테스트,,- dc official App,"놈웋연(223.38) 2020.07.17 16:31:45
조회 584 추천 24 댓글 2",추천 24,조회 584,2020.07.17 16:31:45,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=47&page=5
